bfsNr,locationName,PERS_WAGEN,date,change_event_name
4001,Aarau,10780,2025-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10717,2024-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10647,2023-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10556,2022-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10618,2021-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10582,2020-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10666,2019-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10584,2018-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10603,2017-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10593,2016-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10406,2015-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10142,2014-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10110,2013-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,10016,2012-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,9927,2011-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,9672,2010-09-30,Incorporation of Rohr (AG) into Aarau
4001,Aarau,7901,2009-09-30,Initial recording of the municipality Aarau
4001,Aarau,7847,2008-09-30,Initial recording of the municipality Aarau
4001,Aarau,7808,2007-09-30,Initial recording of the municipality Aarau
4001,Aarau,7784,2006-09-30,Initial recording of the municipality Aarau
4001,Aarau,7721,2005-09-30,Initial recording of the municipality Aarau
4001,Aarau,7767,2004-09-30,Initial recording of the municipality Aarau
4001,Aarau,7622,2003-09-30,Initial recording of the municipality Aarau
4001,Aarau,7473,2002-09-30,Initial recording of the municipality Aarau
4001,Aarau,7357,2001-09-30,Initial recording of the municipality Aarau
4001,Aarau,7230,2000-09-30,Initial recording of the municipality Aarau
4001,Aarau,7151,1999-09-30,Initial recording of the municipality Aarau
4001,Aarau,7203,1998-09-30,Initial recording of the municipality Aarau
4001,Aarau,7184,1997-09-30,Initial recording of the municipality Aarau
4001,Aarau,7197,1996-09-30,Initial recording of the municipality Aarau
4001,Aarau,7124,1995-09-30,Initial recording of the municipality Aarau
4001,Aarau,7093,1994-09-30,Initial recording of the municipality Aarau
4001,Aarau,7081,1993-09-30,Initial recording of the municipality Aarau
4001,Aarau,7062,1992-09-30,Initial recording of the municipality Aarau
4001,Aarau,7147,1991-09-30,Initial recording of the municipality Aarau
4001,Aarau,7044,1990-09-30,Initial recording of the municipality Aarau
4001,Aarau,6754,1989-09-30,Initial recording of the municipality Aarau
4001,Aarau,6600,1988-09-30,Initial recording of the municipality Aarau
4001,Aarau,6485,1987-09-30,Initial recording of the municipality Aarau
4001,Aarau,6385,1986-09-30,Initial recording of the municipality Aarau
4001,Aarau,6286,1985-09-30,Initial recording of the municipality Aarau
4001,Aarau,6172,1984-09-30,Initial recording of the municipality Aarau
4001,Aarau,5977,1983-09-30,Initial recording of the municipality Aarau
4001,Aarau,5873,1982-09-30,Initial recording of the municipality Aarau
4001,Aarau,5772,1981-09-30,Initial recording of the municipality Aarau
4001,Aarau,5757,1980-09-30,Initial recording of the municipality Aarau
4001,Aarau,5665,1979-09-30,Initial recording of the municipality Aarau
4001,Aarau,5450,1978-09-30,Initial recording of the municipality Aarau
4001,Aarau,5287,1977-09-30,Initial recording of the municipality Aarau
4001,Aarau,5337,1976-09-30,Initial recording of the municipality Aarau
4271,Aarburg,4976,2025-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4934,2024-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4864,2023-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4757,2022-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4719,2021-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4577,2020-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4503,2019-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4417,2018-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4308,2017-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4162,2016-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,4109,2015-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3963,2014-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3892,2013-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3789,2012-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3773,2011-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3614,2010-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3453,2009-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3367,2008-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3307,2007-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3291,2006-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3278,2005-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3213,2004-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3150,2003-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3130,2002-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3062,2001-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,3020,2000-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2997,1999-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2897,1998-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2862,1997-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2876,1996-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2795,1995-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2731,1994-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2614,1993-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2542,1992-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2481,1991-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2376,1990-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2285,1989-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2276,1988-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2178,1987-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2147,1986-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2110,1985-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,2039,1984-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1960,1983-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1870,1982-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1772,1981-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1705,1980-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1649,1979-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1611,1978-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1523,1977-09-30,Initial recording of the municipality Aarburg
4271,Aarburg,1533,1976-09-30,Initial recording of the municipality Aarburg
4221,Abtwil,744,2025-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,725,2024-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,697,2023-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,689,2022-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,640,2021-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,623,2020-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,628,2019-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,621,2018-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,613,2017-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,626,2016-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,617,2015-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,610,2014-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,604,2013-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,576,2012-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,566,2011-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,526,2010-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,445,2009-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,414,2008-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,417,2007-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,401,2006-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,412,2005-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,393,2004-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,377,2003-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,369,2002-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,350,2001-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,333,2000-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,315,1999-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,301,1998-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,285,1997-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,261,1996-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,233,1995-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,185,1994-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,161,1993-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,163,1992-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,162,1991-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,159,1990-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,157,1989-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,152,1988-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,153,1987-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,157,1986-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,147,1985-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,144,1984-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,131,1983-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,123,1982-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,122,1981-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,116,1980-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,111,1979-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,102,1978-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,87,1977-09-30,Initial recording of the municipality Abtwil
4221,Abtwil,82,1976-09-30,Initial recording of the municipality Abtwil
4191,Ammerswil,501,2025-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,506,2024-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,497,2023-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,495,2022-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,477,2021-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,483,2020-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,471,2019-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,451,2018-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,432,2017-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,431,2016-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,427,2015-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,447,2014-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,440,2013-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,444,2012-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,421,2011-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,364,2010-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,302,2009-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,309,2008-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,308,2007-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,319,2006-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,338,2005-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,352,2004-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,365,2003-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,383,2002-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,367,2001-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,356,2000-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,328,1999-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,304,1998-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,283,1997-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,246,1996-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,214,1995-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,214,1994-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,218,1993-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,220,1992-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,212,1991-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,210,1990-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,199,1989-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,199,1988-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,200,1987-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,200,1986-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,193,1985-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,184,1984-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,167,1983-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,158,1982-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,145,1981-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,136,1980-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,127,1979-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,117,1978-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,114,1977-09-30,Initial recording of the municipality Ammerswil
4191,Ammerswil,98,1976-09-30,Initial recording of the municipality Ammerswil
4222,Aristau,1056,2025-09-30,Initial recording of the municipality Aristau
4222,Aristau,1023,2024-09-30,Initial recording of the municipality Aristau
4222,Aristau,1047,2023-09-30,Initial recording of the municipality Aristau
4222,Aristau,1034,2022-09-30,Initial recording of the municipality Aristau
4222,Aristau,1029,2021-09-30,Initial recording of the municipality Aristau
4222,Aristau,1038,2020-09-30,Initial recording of the municipality Aristau
4222,Aristau,1013,2019-09-30,Initial recording of the municipality Aristau
4222,Aristau,1017,2018-09-30,Initial recording of the municipality Aristau
4222,Aristau,970,2017-09-30,Initial recording of the municipality Aristau
4222,Aristau,954,2016-09-30,Initial recording of the municipality Aristau
4222,Aristau,932,2015-09-30,Initial recording of the municipality Aristau
4222,Aristau,922,2014-09-30,Initial recording of the municipality Aristau
4222,Aristau,898,2013-09-30,Initial recording of the municipality Aristau
4222,Aristau,860,2012-09-30,Initial recording of the municipality Aristau
4222,Aristau,837,2011-09-30,Initial recording of the municipality Aristau
4222,Aristau,823,2010-09-30,Initial recording of the municipality Aristau
4222,Aristau,805,2009-09-30,Initial recording of the municipality Aristau
4222,Aristau,801,2008-09-30,Initial recording of the municipality Aristau
4222,Aristau,771,2007-09-30,Initial recording of the municipality Aristau
4222,Aristau,765,2006-09-30,Initial recording of the municipality Aristau
4222,Aristau,746,2005-09-30,Initial recording of the municipality Aristau
4222,Aristau,711,2004-09-30,Initial recording of the municipality Aristau
4222,Aristau,695,2003-09-30,Initial recording of the municipality Aristau
4222,Aristau,685,2002-09-30,Initial recording of the municipality Aristau
4222,Aristau,677,2001-09-30,Initial recording of the municipality Aristau
4222,Aristau,669,2000-09-30,Initial recording of the municipality Aristau
4222,Aristau,642,1999-09-30,Initial recording of the municipality Aristau
4222,Aristau,625,1998-09-30,Initial recording of the municipality Aristau
4222,Aristau,604,1997-09-30,Initial recording of the municipality Aristau
4222,Aristau,575,1996-09-30,Initial recording of the municipality Aristau
4222,Aristau,573,1995-09-30,Initial recording of the municipality Aristau
4222,Aristau,537,1994-09-30,Initial recording of the municipality Aristau
4222,Aristau,501,1993-09-30,Initial recording of the municipality Aristau
4222,Aristau,481,1992-09-30,Initial recording of the municipality Aristau
4222,Aristau,439,1991-09-30,Initial recording of the municipality Aristau
4222,Aristau,431,1990-09-30,Initial recording of the municipality Aristau
4222,Aristau,450,1989-09-30,Initial recording of the municipality Aristau
4222,Aristau,418,1988-09-30,Initial recording of the municipality Aristau
4222,Aristau,389,1987-09-30,Initial recording of the municipality Aristau
4222,Aristau,355,1986-09-30,Initial recording of the municipality Aristau
4222,Aristau,329,1985-09-30,Initial recording of the municipality Aristau
4222,Aristau,316,1984-09-30,Initial recording of the municipality Aristau
4222,Aristau,313,1983-09-30,Initial recording of the municipality Aristau
4222,Aristau,303,1982-09-30,Initial recording of the municipality Aristau
4222,Aristau,281,1981-09-30,Initial recording of the municipality Aristau
4222,Aristau,244,1980-09-30,Initial recording of the municipality Aristau
4222,Aristau,214,1979-09-30,Initial recording of the municipality Aristau
4222,Aristau,212,1978-09-30,Initial recording of the municipality Aristau
4222,Aristau,204,1977-09-30,Initial recording of the municipality Aristau
4222,Aristau,175,1976-09-30,Initial recording of the municipality Aristau
4061,Arni (AG),1164,2025-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1163,2024-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1109,2023-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1118,2022-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1104,2021-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1096,2020-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1105,2019-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1107,2018-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1122,2017-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1066,2016-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1061,2015-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1058,2014-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1059,2013-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1038,2012-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1028,2011-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),964,2010-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),1018,2009-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),996,2008-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),967,2007-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),912,2006-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),903,2005-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),871,2004-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),852,2003-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),773,2002-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),708,2001-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),693,2000-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),660,1999-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),642,1998-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),630,1997-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),606,1996-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),587,1995-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),582,1994-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),552,1993-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),551,1992-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),536,1991-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),497,1990-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),480,1989-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),451,1988-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),426,1987-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),412,1986-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),379,1985-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),370,1984-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),340,1983-09-30,Separation of Arni-Islisberg into Arni (AG) and Islisberg
4061,Arni (AG),389,1982-09-30,Initial recording of the municipality Arni-Islisberg
4061,Arni (AG),362,1981-09-30,Initial recording of the municipality Arni-Islisberg
4061,Arni (AG),345,1980-09-30,Initial recording of the municipality Arni-Islisberg
4061,Arni (AG),316,1979-09-30,Initial recording of the municipality Arni-Islisberg
4061,Arni (AG),293,1978-09-30,Initial recording of the municipality Arni-Islisberg
4061,Arni (AG),258,1977-09-30,Initial recording of the municipality Arni-Islisberg
4061,Arni (AG),271,1976-09-30,Initial recording of the municipality Arni-Islisberg
4272,Attelwil,216,2018-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,207,2017-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,205,2016-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,203,2015-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,199,2014-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,202,2013-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,196,2012-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,199,2011-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,201,2010-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,195,2009-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,200,2008-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,184,2007-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,190,2006-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,193,2005-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,175,2004-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,173,2003-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,166,2002-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,165,2001-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,160,2000-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,148,1999-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,145,1998-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,141,1997-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,141,1996-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,146,1995-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,144,1994-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,134,1993-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,131,1992-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,135,1991-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,127,1990-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,134,1989-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,124,1988-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,112,1987-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,120,1986-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,121,1985-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,120,1984-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,116,1983-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,114,1982-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,112,1981-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,104,1980-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,98,1979-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,99,1978-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,86,1977-09-30,Initial recording of the municipality Attelwil
4272,Attelwil,65,1976-09-30,Initial recording of the municipality Attelwil
4091,Auenstein,1177,2025-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1191,2024-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1203,2023-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1168,2022-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1176,2021-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1157,2020-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1173,2019-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1133,2018-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1111,2017-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1112,2016-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1107,2015-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1115,2014-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1090,2013-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1075,2012-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1079,2011-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1104,2010-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1103,2009-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1057,2008-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1024,2007-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,1002,2006-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,998,2005-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,969,2004-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,947,2003-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,931,2002-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,897,2001-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,899,2000-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,871,1999-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,839,1998-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,804,1997-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,801,1996-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,770,1995-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,745,1994-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,751,1993-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,719,1992-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,700,1991-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,694,1990-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,650,1989-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,638,1988-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,620,1987-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,603,1986-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,575,1985-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,564,1984-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,558,1983-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,534,1982-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,535,1981-09-30,Initial recording of the municipality Auenstein
4091,Auenstein,510,1980-09-30,Initial recording of the municipality Auenstein
