bfsNr,locationName,PERS_WAGEN,date,change_event_name
4099,Habsburg,241,2005-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,243,2004-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,233,2003-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,213,2002-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,210,2001-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,213,2000-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,210,1999-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,202,1998-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,194,1997-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,201,1996-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,193,1995-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,175,1994-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,171,1993-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,154,1992-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,148,1991-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,142,1990-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,136,1989-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,136,1988-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,126,1987-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,125,1986-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,122,1985-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,110,1984-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,102,1983-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,103,1982-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,101,1981-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,92,1980-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,86,1979-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,74,1978-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,75,1977-09-30,Initial recording of the municipality Habsburg
4099,Habsburg,64,1976-09-30,Initial recording of the municipality Habsburg
4197,Hallwil,687,2025-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,703,2024-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,695,2023-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,691,2022-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,658,2021-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,641,2020-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,596,2019-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,612,2018-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,585,2017-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,578,2016-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,540,2015-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,548,2014-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,528,2013-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,511,2012-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,495,2011-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,501,2010-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,496,2009-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,500,2008-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,478,2007-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,466,2006-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,441,2005-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,453,2004-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,460,2003-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,456,2002-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,467,2001-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,442,2000-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,430,1999-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,415,1998-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,388,1997-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,377,1996-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,359,1995-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,346,1994-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,327,1993-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,313,1992-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,313,1991-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,302,1990-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,280,1989-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,261,1988-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,250,1987-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,235,1986-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,227,1985-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,210,1984-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,208,1983-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,194,1982-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,186,1981-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,188,1980-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,189,1979-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,178,1978-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,177,1977-09-30,Initial recording of the municipality Hallwil
4197,Hallwil,167,1976-09-30,Initial recording of the municipality Hallwil
4100,Hausen (AG),2366,2025-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2316,2024-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2303,2023-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2333,2022-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2358,2021-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2289,2020-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2274,2019-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2245,2018-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2214,2017-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2188,2016-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2100,2015-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),2033,2014-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1937,2013-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1865,2012-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1782,2011-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1685,2010-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1651,2009-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1633,2008-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1608,2007-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1566,2006-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1508,2005-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1484,2004-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1454,2003-09-30,Name change from Hausen bei Brugg to Hausen (AG)
4100,Hausen (AG),1405,2002-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1378,2001-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1364,2000-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1346,1999-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1283,1998-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1248,1997-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1173,1996-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1090,1995-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1056,1994-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),1003,1993-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),970,1992-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),970,1991-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),966,1990-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),956,1989-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),935,1988-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),907,1987-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),877,1986-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),843,1985-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),783,1984-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),717,1983-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),679,1982-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),626,1981-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),584,1980-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),559,1979-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),522,1978-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),484,1977-09-30,Initial recording of the municipality Hausen bei Brugg
4100,Hausen (AG),460,1976-09-30,Initial recording of the municipality Hausen bei Brugg
4251,Hellikon,590,2025-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,585,2024-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,579,2023-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,575,2022-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,549,2021-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,535,2020-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,535,2019-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,526,2018-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,528,2017-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,525,2016-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,524,2015-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,511,2014-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,509,2013-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,515,2012-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,503,2011-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,503,2010-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,501,2009-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,474,2008-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,456,2007-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,448,2006-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,435,2005-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,413,2004-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,408,2003-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,394,2002-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,381,2001-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,382,2000-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,366,1999-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,355,1998-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,353,1997-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,328,1996-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,317,1995-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,303,1994-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,283,1993-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,292,1992-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,285,1991-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,263,1990-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,249,1989-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,252,1988-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,242,1987-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,241,1986-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,233,1985-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,219,1984-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,204,1983-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,200,1982-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,200,1981-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,192,1980-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,185,1979-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,171,1978-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,161,1977-09-30,Initial recording of the municipality Hellikon
4251,Hellikon,140,1976-09-30,Initial recording of the municipality Hellikon
4198,Hendschiken,935,2025-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,913,2024-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,906,2023-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,903,2022-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,897,2021-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,886,2020-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,872,2019-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,820,2018-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,793,2017-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,771,2016-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,750,2015-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,706,2014-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,677,2013-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,668,2012-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,646,2011-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,617,2010-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,597,2009-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,581,2008-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,573,2007-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,552,2006-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,564,2005-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,564,2004-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,531,2003-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,536,2002-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,545,2001-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,542,2000-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,533,1999-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,522,1998-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,473,1997-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,473,1996-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,445,1995-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,425,1994-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,409,1993-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,396,1992-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,393,1991-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,379,1990-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,363,1989-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,362,1988-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,348,1987-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,340,1986-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,319,1985-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,325,1984-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,326,1983-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,306,1982-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,312,1981-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,275,1980-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,255,1979-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,252,1978-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,242,1977-09-30,Initial recording of the municipality Hendschiken
4198,Hendschiken,237,1976-09-30,Initial recording of the municipality Hendschiken
4069,Hermetschwil-Staffeln,741,2013-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,737,2012-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,699,2011-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,649,2010-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,659,2009-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,662,2008-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,657,2007-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,643,2006-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,651,2005-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,648,2004-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,637,2003-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,619,2002-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,601,2001-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,607,2000-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,585,1999-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,566,1998-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,531,1997-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,529,1996-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,450,1995-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,407,1994-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,389,1993-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,355,1992-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,330,1991-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,292,1990-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,277,1989-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,277,1988-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,258,1987-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,233,1986-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,230,1985-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,228,1984-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,220,1983-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,214,1982-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,191,1981-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,165,1980-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,150,1979-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,132,1978-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,113,1977-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4069,Hermetschwil-Staffeln,107,1976-09-30,Initial recording of the municipality Hermetschwil-Staffeln
4166,Herznach,1007,2022-09-30,Initial recording of the municipality Herznach
4166,Herznach,987,2021-09-30,Initial recording of the municipality Herznach
4166,Herznach,970,2020-09-30,Initial recording of the municipality Herznach
4166,Herznach,969,2019-09-30,Initial recording of the municipality Herznach
4166,Herznach,965,2018-09-30,Initial recording of the municipality Herznach
4166,Herznach,933,2017-09-30,Initial recording of the municipality Herznach
4166,Herznach,921,2016-09-30,Initial recording of the municipality Herznach
4166,Herznach,894,2015-09-30,Initial recording of the municipality Herznach
4166,Herznach,871,2014-09-30,Initial recording of the municipality Herznach
4166,Herznach,844,2013-09-30,Initial recording of the municipality Herznach
4166,Herznach,827,2012-09-30,Initial recording of the municipality Herznach
4166,Herznach,798,2011-09-30,Initial recording of the municipality Herznach
4166,Herznach,768,2010-09-30,Initial recording of the municipality Herznach
4166,Herznach,758,2009-09-30,Initial recording of the municipality Herznach
4166,Herznach,744,2008-09-30,Initial recording of the municipality Herznach
4166,Herznach,734,2007-09-30,Initial recording of the municipality Herznach
4166,Herznach,697,2006-09-30,Initial recording of the municipality Herznach
4166,Herznach,680,2005-09-30,Initial recording of the municipality Herznach
4166,Herznach,649,2004-09-30,Initial recording of the municipality Herznach
4166,Herznach,617,2003-09-30,Initial recording of the municipality Herznach
4166,Herznach,595,2002-09-30,Initial recording of the municipality Herznach
4166,Herznach,580,2001-09-30,Initial recording of the municipality Herznach
4166,Herznach,539,2000-09-30,Initial recording of the municipality Herznach
4166,Herznach,538,1999-09-30,Initial recording of the municipality Herznach
4166,Herznach,506,1998-09-30,Initial recording of the municipality Herznach
4166,Herznach,497,1997-09-30,Initial recording of the municipality Herznach
4166,Herznach,489,1996-09-30,Initial recording of the municipality Herznach
4166,Herznach,476,1995-09-30,Initial recording of the municipality Herznach
4166,Herznach,463,1994-09-30,Initial recording of the municipality Herznach
4166,Herznach,446,1993-09-30,Initial recording of the municipality Herznach
4166,Herznach,439,1992-09-30,Initial recording of the municipality Herznach
4166,Herznach,422,1991-09-30,Initial recording of the municipality Herznach
4166,Herznach,407,1990-09-30,Initial recording of the municipality Herznach
4166,Herznach,395,1989-09-30,Initial recording of the municipality Herznach
4166,Herznach,363,1988-09-30,Initial recording of the municipality Herznach
4166,Herznach,342,1987-09-30,Initial recording of the municipality Herznach
4166,Herznach,315,1986-09-30,Initial recording of the municipality Herznach
4166,Herznach,305,1985-09-30,Initial recording of the municipality Herznach
4166,Herznach,289,1984-09-30,Initial recording of the municipality Herznach
4166,Herznach,268,1983-09-30,Initial recording of the municipality Herznach
4166,Herznach,254,1982-09-30,Initial recording of the municipality Herznach
4166,Herznach,248,1981-09-30,Initial recording of the municipality Herznach
4166,Herznach,234,1980-09-30,Initial recording of the municipality Herznach
4166,Herznach,216,1979-09-30,Initial recording of the municipality Herznach
4166,Herznach,215,1978-09-30,Initial recording of the municipality Herznach
4166,Herznach,196,1977-09-30,Initial recording of the municipality Herznach
4166,Herznach,189,1976-09-30,Initial recording of the municipality Herznach
4186,Herznach-Ueken,1797,2025-09-30,Fusion of Herznach and Ueken into Herznach-Ueken
4186,Herznach-Ueken,1663,2024-09-30,Fusion of Herznach and Ueken into Herznach-Ueken
4186,Herznach-Ueken,1659,2023-09-30,Fusion of Herznach and Ueken into Herznach-Ueken
4070,Hilfikon,172,2009-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,158,2008-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,153,2007-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,142,2006-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,138,2005-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,134,2004-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,139,2003-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,135,2002-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,132,2001-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,136,2000-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,126,1999-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,124,1998-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,130,1997-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,121,1996-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,115,1995-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,112,1994-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,115,1993-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,119,1992-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,129,1991-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,119,1990-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,116,1989-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,106,1988-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,104,1987-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,104,1986-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,89,1985-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,88,1984-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,81,1983-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,84,1982-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,76,1981-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,75,1980-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,63,1979-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,61,1978-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,63,1977-09-30,Initial recording of the municipality Hilfikon
4070,Hilfikon,52,1976-09-30,Initial recording of the municipality Hilfikon
4007,Hirschthal,1276,2025-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1243,2024-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1196,2023-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1150,2022-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1120,2021-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1128,2020-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1117,2019-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1090,2018-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1096,2017-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1075,2016-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1072,2015-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,1017,2014-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,995,2013-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,984,2012-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,970,2011-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,931,2010-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,940,2009-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,905,2008-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,896,2007-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,874,2006-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,842,2005-09-30,Initial recording of the municipality Hirschthal
4007,Hirschthal,801,2004-09-30,Initial recording of the municipality Hirschthal
